SalesOrderID,OrderDate,DueDate,ShipDate,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,CustomerID,SalesPersonID,TerritoryID,CreditCardID,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue
44420,18 Oct 05,30 Oct 05,25 Oct 05,1,SO44420,NULL,17512,NULL,9,13294,935405Vi68945,3578.27,286.2616,89.4568,3953.9884
44421,19 Oct 05,31 Oct 05,26 Oct 05,1,SO44421,NULL,13607,NULL,8,412,531067Vi2092,3578.27,286.2616,89.4568,3953.9884
44422,19 Oct 05,31 Oct 05,26 Oct 05,1,SO44422,NULL,19353,NULL,8,3375,232664Vi17778,699.0982,55.9279,17.4775,772.5036
44423,19 Oct 05,31 Oct 05,26 Oct 05,1,SO44423,NULL,28586,NULL,4,14047,932836Vi72883,3578.27,286.2616,89.4568,3953.9884
44424,19 Oct 05,31 Oct 05,26 Oct 05,1,SO44424,NULL,17916,NULL,9,19207,1035305Vi99812,3578.27,286.2616,89.4568,3953.9884
44425,19 Oct 05,31 Oct 05,26 Oct 05,1,SO44425,NULL,17504,NULL,9,10385,235402Vi53562,3578.27,286.2616,89.4568,3953.9884
44426,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44426,NULL,13770,NULL,8,17857,830964Vi92650,3578.27,286.2616,89.4568,3953.9884
44427,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44427,NULL,14146,NULL,10,2488,531061Vi12963,3578.27,286.2616,89.4568,3953.9884
44428,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44428,NULL,28362,NULL,4,1347,1032830Vi6857,3578.27,286.2616,89.4568,3953.9884
44429,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44429,NULL,28583,NULL,1,3412,1132833Vi17955,3578.27,286.2616,89.4568,3953.9884
44430,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44430,NULL,17927,NULL,9,13221,1235316Vi68581,3578.27,286.2616,89.4568,3953.9884
44431,20 Oct 05,01 Nov 05,27 Oct 05,1,SO44431,NULL,17725,NULL,9,3439,535409Vi18131,3578.27,286.2616,89.4568,3953.9884
44432,21 Oct 05,02 Nov 05,28 Oct 05,1,SO44432,NULL,14165,NULL,10,157,931073Vi825,3578.27,286.2616,89.4568,3953.9884
44433,21 Oct 05,02 Nov 05,28 Oct 05,1,SO44433,NULL,28270,NULL,1,9433,931839Vi48642,3578.27,286.2616,89.4568,3953.9884
44434,21 Oct 05,02 Nov 05,28 Oct 05,1,SO44434,NULL,28580,NULL,4,2345,1032832Vi12225,3578.27,286.2616,89.4568,3953.9884
44435,22 Oct 05,03 Nov 05,29 Oct 05,1,SO44435,NULL,28573,NULL,1,9587,1232831Vi49427,3578.27,286.2616,89.4568,3953.9884
44436,22 Oct 05,03 Nov 05,29 Oct 05,1,SO44436,NULL,26630,NULL,6,18245,233809Vi94623,699.0982,55.9279,17.4775,772.5036
44437,22 Oct 05,03 Nov 05,29 Oct 05,1,SO44437,NULL,11076,NULL,9,6753,134137Vi35121,3399.99,271.9992,84.9998,3756.989
44438,22 Oct 05,03 Nov 05,29 Oct 05,1,SO44438,NULL,17909,NULL,9,17620,935419Vi91459,3578.27,286.2616,89.4568,3953.9884
44439,23 Oct 05,04 Nov 05,30 Oct 05,1,SO44439,NULL,14195,NULL,10,2346,130957Vi12228,3578.27,286.2616,89.4568,3953.9884
44440,23 Oct 05,04 Nov 05,30 Oct 05,1,SO44440,NULL,12261,NULL,7,12747,731065Vi65901,3578.27,286.2616,89.4568,3953.9884
44441,23 Oct 05,04 Nov 05,30 Oct 05,1,SO44441,NULL,22118,NULL,6,13210,531832Vi68520,3578.27,286.2616,89.4568,3953.9884
44442,23 Oct 05,04 Nov 05,30 Oct 05,1,SO44442,NULL,14599,NULL,1,2698,333811Vi14000,699.0982,55.9279,17.4775,772.5036
44443,23 Oct 05,04 Nov 05,30 Oct 05,1,SO44443,NULL,17370,NULL,9,11022,235399Vi56848,3578.27,286.2616,89.4568,3953.9884
44444,25 Oct 05,06 Nov 05,01 Nov 05,1,SO44444,NULL,13697,NULL,8,7331,330958Vi38045,3578.27,286.2616,89.4568,3953.9884
44445,26 Oct 05,07 Nov 05,02 Nov 05,1,SO44445,NULL,17478,NULL,9,2325,335400Vi12139,3578.27,286.2616,89.4568,3953.9884
44446,26 Oct 05,07 Nov 05,02 Nov 05,1,SO44446,NULL,17914,NULL,9,NULL,NULL,3578.27,286.2616,89.4568,3953.9884
44447,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44447,NULL,12265,NULL,7,1171,1031066Vi5937,3578.27,286.2616,89.4568,3953.9884
44448,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44448,NULL,28264,NULL,1,14148,1031837Vi73410,3578.27,286.2616,89.4568,3953.9884
44449,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44449,NULL,28293,NULL,4,5339,331844Vi27937,3578.27,286.2616,89.4568,3953.9884
44450,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44450,NULL,28294,NULL,4,18626,831845Vi96772,3578.27,286.2616,89.4568,3953.9884
44451,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44451,NULL,28295,NULL,1,17780,231846Vi92256,3578.27,286.2616,89.4568,3953.9884
44452,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44452,NULL,20164,NULL,10,1133,1032667Vi5725,699.0982,55.9279,17.4775,772.5036
44453,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44453,NULL,17923,NULL,9,7633,1035312Vi39548,3578.27,286.2616,89.4568,3953.9884
44454,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44454,NULL,17926,NULL,9,8127,1235315Vi42133,3578.27,286.2616,89.4568,3953.9884
44455,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44455,NULL,17513,NULL,9,15451,535406Vi79794,3578.27,286.2616,89.4568,3953.9884
44456,27 Oct 05,08 Nov 05,03 Nov 05,1,SO44456,NULL,25560,NULL,9,4430,1035438Vi23275,699.0982,55.9279,17.4775,772.5036
44457,28 Oct 05,09 Nov 05,04 Nov 05,1,SO44457,NULL,28196,NULL,1,2717,431820Vi14111,3578.27,286.2616,89.4568,3953.9884
44458,28 Oct 05,09 Nov 05,04 Nov 05,1,SO44458,NULL,28247,NULL,1,15433,331831Vi79704,3578.27,286.2616,89.4568,3953.9884
44459,28 Oct 05,09 Nov 05,04 Nov 05,1,SO44459,NULL,28288,NULL,4,988,831843Vi4941,3578.27,286.2616,89.4568,3953.9884
44460,28 Oct 05,09 Nov 05,04 Nov 05,1,SO44460,NULL,20150,NULL,10,12452,432666Vi64399,699.0982,55.9279,17.4775,772.5036
44461,28 Oct 05,09 Nov 05,04 Nov 05,1,SO44461,NULL,17918,NULL,9,2806,935307Vi14613,3578.27,286.2616,89.4568,3953.9884
44462,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44462,NULL,14155,NULL,10,2742,431064Vi14267,3578.27,286.2616,89.4568,3953.9884
44463,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44463,NULL,19340,NULL,8,9373,232663Vi48331,699.0982,55.9279,17.4775,772.5036
44464,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44464,NULL,22120,NULL,6,NULL,NULL,3578.27,286.2616,89.4568,3953.9884
44465,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44465,NULL,14613,NULL,1,15909,1133816Vi82183,699.0982,55.9279,17.4775,772.5036
44466,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44466,NULL,26640,NULL,6,12890,1133817Vi66662,699.0982,55.9279,17.4775,772.5036
44467,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44467,NULL,11070,NULL,9,15127,234134Vi78248,3399.99,271.9992,84.9998,3756.989
44468,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44468,NULL,11075,NULL,9,3176,934136Vi16681,3374.99,269.9992,84.3748,3729.364
44469,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44469,NULL,17734,NULL,9,8583,735415Vi44379,3578.27,286.2616,89.4568,3953.9884
44470,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44470,NULL,17735,NULL,9,9405,735416Vi48489,3578.27,286.2616,89.4568,3953.9884
44471,29 Oct 05,10 Nov 05,05 Nov 05,1,SO44471,NULL,25561,NULL,9,8021,835439Vi41536,699.0982,55.9279,17.4775,772.5036
44472,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44472,NULL,13685,NULL,8,3737,1031072Vi19705,3578.27,286.2616,89.4568,3953.9884
44473,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44473,NULL,28255,NULL,1,11028,931834Vi56885,3578.27,286.2616,89.4568,3953.9884
44474,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44474,NULL,14601,NULL,4,13859,833812Vi71840,699.0982,55.9279,17.4775,772.5036
44475,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44475,NULL,11101,NULL,9,11628,534147Vi60074,3399.99,271.9992,84.9998,3756.989
44476,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44476,NULL,17913,NULL,9,15106,1235303Vi78160,3578.27,286.2616,89.4568,3953.9884
44477,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44477,NULL,17922,NULL,9,5004,535311Vi26219,3578.27,286.2616,89.4568,3953.9884
44478,30 Oct 05,11 Nov 05,06 Nov 05,1,SO44478,NULL,17726,NULL,9,14041,435410Vi72832,3578.27,286.2616,89.4568,3953.9884
44479,31 Oct 05,12 Nov 05,07 Nov 05,1,SO44479,NULL,29391,NULL,8,1245,631752Vi6322,3374.99,269.9992,84.3748,3729.364
44480,31 Oct 05,12 Nov 05,07 Nov 05,1,SO44480,NULL,25891,NULL,4,11742,533271Vi60717,3374.99,269.9992,84.3748,3729.364
44481,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44481,PO609189211,29757,276,4,13246,65025Vi68706,26367.395,2531.0135,790.9417,29689.3502
44482,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44482,PO20300189443,29668,277,3,16871,105028Vi87475,419.4589,40.2681,12.5838,472.3108
44483,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44483,PO19981138202,29611,280,1,5758,125055Vi30104,3018.3377,289.6636,90.5199,3398.5212
44484,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44484,PO19691173790,29620,282,6,5577,105060Vi29202,8184.876,785.3757,245.4299,9215.6816
44485,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44485,PO20242116788,30058,278,6,3088,55067Vi16259,4049.988,388.7988,121.4996,4560.2864
44486,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44486,PO19430111880,29548,278,6,5528,115095Vi28965,603.3971,58.4166,18.2552,680.0689
44487,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44487,PO19923199875,29955,275,3,13712,25104Vi71036,41868.906,4027.9405,1258.7314,47155.5779
44488,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44488,PO19546136242,29888,279,5,2364,15164Vi12293,32857.407,3153.903,985.5947,36996.9047
44489,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44489,PO18908177526,29717,283,1,15882,15176Vi82057,10288.1579,987.264,308.52,11583.9419
44490,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44490,PO19227160482,29539,278,6,181,55185Vi966,3389.6981,325.0934,101.5917,3816.3832
44491,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44491,PO19256179500,29555,275,2,1163,45187Vi5889,3427.4236,329.0327,102.8227,3859.279
44492,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44492,PO18676158978,29818,276,1,14559,55266Vi75492,67458.9556,6486.0468,2026.8896,75971.892
44493,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44493,PO18560118950,30011,279,5,4459,115290Vi23395,6476.0896,620.655,193.9547,7290.6993
44494,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44494,PO18386158045,29509,275,2,8979,125304Vi46289,28557.875,2739.4933,856.0917,32153.46
44495,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44495,PO18270111190,29813,282,6,12279,85305Vi63488,4076.388,391.2268,122.2584,4589.8732
44496,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44496,PO18415194469,29892,282,6,11072,75307Vi57135,29797.1606,2861.0179,894.0681,33552.2466
44497,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44497,PO17777180922,29988,282,6,9855,45350Vi50783,1195.8158,115.75,36.1719,1347.7377
44498,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44498,PO17748167942,29946,278,6,14454,65397Vi74935,15432.4643,1484.2606,463.8314,17380.5563
44499,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44499,PO17313144828,29680,282,6,18049,55411Vi93678,12170.664,1168.3305,365.1033,13704.0978
44500,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44500,PO16762152605,29865,276,4,11840,85512Vi61174,4710.9421,451.3461,141.0457,5303.3339
44501,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44501,PO16646128920,29773,280,1,19181,105516Vi99678,19669.4111,1891.6827,591.1508,22152.2446
44502,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44502,PO16791147707,29961,275,2,3274,35546Vi17259,17871.4452,1719.9719,537.4912,20128.9083
44503,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44503,PO16849193815,29554,275,3,1684,55563Vi8604,3028.7107,290.5626,90.8008,3410.0741
44504,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44504,PO16733198490,30074,282,6,18260,45577Vi94762,19985.7845,1918.3929,599.4978,22503.6752
44505,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44505,PO16037162003,30056,276,4,1896,45611Vi9831,34978.0589,3364.0035,1051.2511,39393.3135
44506,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44506,PO16327113845,29749,279,5,6675,45617Vi34749,35651.0339,3424.44,1070.1375,40145.6114
44507,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44507,PO16211193285,29945,279,5,6777,55634Vi35295,39244.3122,3785.3689,1182.9278,44212.6089
44508,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44508,PO15747148710,29764,274,4,11717,65658Vi60618,4194.589,402.6806,125.8377,4723.1073
44509,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44509,PO15689158248,30117,277,4,4623,45691Vi24257,43615.4161,4191.0645,1309.7077,49116.1883
44510,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44510,PO14993138865,29728,281,1,9043,45754Vi46703,1749.588,167.9604,52.4876,1970.036
44511,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44511,PO14529113218,29571,280,1,14363,55796Vi74455,10160.1565,975.3266,304.7896,11440.2727
44512,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44512,PO14848164153,30042,282,6,10628,85801Vi54777,1677.8356,161.0722,50.3351,1889.2429
44513,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44513,PO14471116260,29582,280,1,1359,45856Vi6925,43520.1264,4184.7103,1307.722,49012.5587
44514,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44514,PO14500153038,30107,276,1,6386,45863Vi33152,42563.6688,4095.822,1279.9444,47939.4352
44515,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44515,PO14326161093,29675,275,2,18323,55882Vi95160,5492.1791,526.8832,164.651,6183.7133
44516,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44516,PO14036117297,29585,283,1,972,55923Vi4860,419.4589,40.2681,12.5838,472.3108
44517,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44517,PO13572181174,30076,281,3,4941,76024Vi25927,24901.8424,2392.656,747.705,28042.2034
44518,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44518,PO12586169040,29624,279,5,204,116154Vi1051,126198.3362,12277.2447,3836.639,142312.2199
44519,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44519,PO12122152587,29569,277,3,13917,66165Vi72178,2146.962,206.1084,64.4089,2417.4793
44520,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44520,PO12499152870,29703,276,4,15090,96170Vi78070,57700.2263,5547.7921,1733.685,64981.7034
44521,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44521,PO12557171689,30100,276,4,3368,66194Vi17744,26112.205,2509.9987,784.3746,29406.5783
44522,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44522,PO12006113976,30091,275,2,6005,66203Vi31256,26149.2498,2513.7186,785.5371,29448.5055
44523,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44523,PO11919191573,29925,280,1,5343,56213Vi27980,74394.4204,7145.4158,2232.9424,83772.7786
44524,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44524,PO11716142477,29664,275,2,7167,46232Vi37199,4082.088,391.7208,122.4128,4596.2216
44525,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44525,PO11600189203,29510,282,6,14729,26255Vi76327,41452.6462,3972.4763,1241.3988,46666.5213
44526,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44526,PO11020190357,29789,278,6,18316,126353Vi95120,16506.1424,1586.9986,495.9371,18589.0781
44527,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44527,PO10469169045,29558,282,6,11282,66358Vi58190,6127.782,588.0543,183.767,6899.6033
44528,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44528,PO10759143910,30111,277,3,569,56410Vi2945,108783.5872,10451.1044,3265.9701,122500.6617
44529,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44529,PO10556131826,30010,278,6,18831,56416Vi97838,419.4589,40.2681,12.5838,472.3108
44530,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44530,PO10440138648,29861,277,3,16665,96448Vi86292,104958.8068,10093.3592,3154.1748,118206.3408
44531,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44531,PO10121174343,29724,275,2,6126,76472Vi31838,22817.6077,2197.4479,686.7025,25701.7581
44532,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44532,PO1276112318,29493,274,5,9478,106609Vi48861,2146.962,206.1084,64.4089,2417.4793
44533,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44533,PO1827111566,29698,282,6,11745,76723Vi60734,19499.7922,1870.0282,584.3838,21954.2042
44534,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44534,PO2146113582,29515,278,6,14184,66759Vi73564,85982.4771,8346.4572,2608.2679,96937.2022
44535,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44535,PO2088169831,29794,282,6,12102,96763Vi62574,23590.8589,2268.1124,708.7851,26567.7564
44536,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44536,PO2465119866,29583,277,3,4789,36780Vi25139,722.5949,71.296,22.28,816.1709
44537,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44537,PO2175178820,29541,282,6,13667,66785Vi70824,57.6808,4.999,1.5622,64.242
44538,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44538,PO2523126243,29716,281,4,13468,26790Vi69778,57804.9674,5562.4486,1738.2652,65105.6812
44539,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44539,PO2030127941,29830,278,6,16905,126805Vi87636,1450.8898,143.0861,44.7144,1638.6903
44540,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44540,PO2900111031,29742,280,1,11011,16828Vi56787,38638.7462,3715.1205,1160.9752,43514.8419
44541,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44541,PO2958192556,30004,280,1,4842,46872Vi25430,50827.1365,4879.1971,1524.7491,57231.0827
44542,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44542,PO2726160803,29807,282,6,13366,36888Vi69277,16259.8654,1560.5279,487.665,18308.0583
44543,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44543,PO3045169352,29930,277,3,15648,106923Vi80868,367.8764,36.2971,11.3429,415.5164
44544,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44544,PO3799116414,29522,276,4,17861,68020Vi92659,20980.152,2016.0771,630.0241,23626.2532
44545,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44545,PO3857159800,29866,277,4,8991,128033Vi46347,9855.7761,945.8853,295.5892,11097.2506
44546,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44546,PO4553186712,30022,276,4,18386,78100Vi95532,1749.588,167.9604,52.4876,1970.036
44547,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44547,PO4901179982,29705,278,6,6452,48130Vi33489,68958.1569,6654.9216,2079.663,77692.7415
44548,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44548,PO4698173942,30012,276,4,11652,78147Vi60210,419.4589,40.2681,12.5838,472.3108
44549,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44549,PO5568135148,29880,279,5,8663,78231Vi44710,49036.5151,4705.4436,1470.4511,55212.4098
44550,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44550,PO5191121845,29906,277,3,7475,128247Vi38744,28672.9735,2759.3704,862.3032,32294.6471
44551,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44551,PO5684111258,29901,276,4,9973,18280Vi51318,41097.6007,3939.1506,1230.9845,46267.7358
44552,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44552,PO5858149301,29507,279,5,13160,48287Vi68229,97915.4075,9418.0316,2943.1349,110276.574
44553,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44553,PO5800114599,29968,279,5,13420,78304Vi69516,6074.982,583.1983,182.2495,6840.4298
44554,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44554,PO5742184541,29588,280,1,15842,88311Vi81884,722.5949,71.296,22.28,816.1709
44555,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44555,PO6293176988,29846,279,5,10234,128314Vi52839,30095.1611,2893.9677,904.3649,33893.4937
44556,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44556,PO6438122669,29523,277,4,15321,48329Vi79183,30593.8757,2934.3889,916.9965,34445.2611
44557,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44557,PO6351122593,30095,277,4,13104,108343Vi67850,28122.9884,2702.7356,844.6049,31670.3289
44558,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44558,PO6670113276,29731,275,2,161,108379Vi848,838.9178,80.5361,25.1675,944.6214
44559,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44559,PO6641148111,29791,275,2,4835,68401Vi25408,17451.416,1675.7994,523.6873,19650.9027
44560,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44560,PO6960179699,29785,282,6,6191,118421Vi32168,936.6567,92.4168,28.8802,1057.9537
44561,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44561,PO7221158411,29787,283,1,11815,98449Vi61077,42033.8061,4049.5306,1265.4783,47348.815
44562,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44562,PO7598190472,29963,279,5,8103,68489Vi41999,19237.2798,1852.5928,578.9352,21668.8078
44563,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44563,PO7627161014,29617,280,1,10270,108490Vi53004,47716.8992,4584.2649,1432.5828,53733.7469
44564,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44564,PO7656157194,29853,276,4,12177,108505Vi62954,34537.2578,3323.2762,1038.5238,38899.0578
44565,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44565,PO7714127691,29756,279,5,2759,28516Vi14371,2162.0111,207.2839,64.7762,2434.0712
44566,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44566,PO7830134580,29774,277,4,15798,28538Vi81672,38308.8583,3678.4202,1149.5063,43136.7848
44567,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44567,PO7917171062,29521,281,1,1660,78558Vi8518,46957.8291,4506.0572,1408.1429,52872.0292
44568,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44568,PO8932184745,29688,275,3,11781,78631Vi60933,2254.9498,222.4884,69.5276,2546.9658
44569,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44569,PO8874191145,29511,276,3,6264,18660Vi32553,30635.5103,2951.6547,922.3921,34509.5571
44570,01 Nov 05,13 Nov 05,08 Nov 05,0,SO44570,PO8816195785,29885,283,1,2470,108674Vi12864,58494.7906,5621.0332,1756.5729,65872.3967
44571,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44571,NULL,29448,NULL,8,NULL,NULL,3399.99,271.9992,84.9998,3756.989
44572,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44572,NULL,28664,NULL,1,13261,232865Vi68773,3578.27,286.2616,89.4568,3953.9884
44573,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44573,NULL,25917,NULL,4,17701,133281Vi91867,3399.99,271.9992,84.9998,3756.989
44574,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44574,NULL,11107,NULL,9,8849,334152Vi45662,3374.99,269.9992,84.3748,3729.364
44575,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44575,NULL,11110,NULL,9,9230,1134963Vi47607,3399.99,271.9992,84.9998,3756.989
44576,01 Nov 05,13 Nov 05,08 Nov 05,1,SO44576,NULL,28660,NULL,1,7042,335615Vi36584,3578.27,286.2616,89.4568,3953.9884
44577,02 Nov 05,14 Nov 05,09 Nov 05,1,SO44577,NULL,28667,NULL,1,8971,732749Vi46265,3578.27,286.2616,89.4568,3953.9884
44578,02 Nov 05,14 Nov 05,09 Nov 05,1,SO44578,NULL,28653,NULL,4,1931,732855Vi10062,3578.27,286.2616,89.4568,3953.9884
44579,02 Nov 05,14 Nov 05,09 Nov 05,1,SO44579,NULL,28662,NULL,4,14662,1232864Vi76039,3578.27,286.2616,89.4568,3953.9884
44580,03 Nov 05,15 Nov 05,10 Nov 05,1,SO44580,NULL,13782,NULL,8,5628,630914Vi29453,3578.27,286.2616,89.4568,3953.9884
44581,03 Nov 05,15 Nov 05,10 Nov 05,1,SO44581,NULL,11108,NULL,9,2633,734961Vi13688,3374.99,269.9992,84.3748,3729.364
44582,03 Nov 05,15 Nov 05,10 Nov 05,1,SO44582,NULL,11134,NULL,9,6223,334970Vi32324,3399.99,271.9992,84.9998,3756.989
44583,03 Nov 05,15 Nov 05,10 Nov 05,1,SO44583,NULL,18210,NULL,9,NULL,NULL,3578.27,286.2616,89.4568,3953.9884
44584,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44584,NULL,28671,NULL,1,14573,432752Vi75553,3578.27,286.2616,89.4568,3953.9884
44585,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44585,NULL,28790,NULL,1,5521,1032768Vi28940,3578.27,286.2616,89.4568,3953.9884
44586,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44586,NULL,28794,NULL,1,2801,232770Vi14600,3578.27,286.2616,89.4568,3953.9884
44587,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44587,NULL,28627,NULL,4,1288,532844Vi6536,3578.27,286.2616,89.4568,3953.9884
44588,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44588,NULL,26683,NULL,6,949,433819Vi4768,699.0982,55.9279,17.4775,772.5036
44589,04 Nov 05,16 Nov 05,11 Nov 05,1,SO44589,NULL,11104,NULL,9,10254,534149Vi52928,3399.99,271.9992,84.9998,3756.989
44590,05 Nov 05,17 Nov 05,12 Nov 05,1,SO44590,NULL,13795,NULL,8,2173,330919Vi11326,3578.27,286.2616,89.4568,3953.9884
44591,05 Nov 05,17 Nov 05,12 Nov 05,1,SO44591,NULL,17987,NULL,7,13021,1232672Vi67358,699.0982,55.9279,17.4775,772.5036
44592,05 Nov 05,17 Nov 05,12 Nov 05,1,SO44592,NULL,28761,NULL,4,2294,1132760Vi12023,3578.27,286.2616,89.4568,3953.9884
